City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
98,Qaanaaq,GL,77.484,-69.3632,36.88,82,49,4.21,scattered clouds
99,Matay,EG,28.419,30.7792,91.24,17,0,12.66,clear sky
100,Chuy,UY,-33.6971,-53.4616,67.26,54,3,9.66,clear sky
101,Saskylakh,RU,71.9167,114.0833,28.31,88,100,6.33,overcast clouds
102,Les Cayes,HT,18.2,-73.75,86.23,64,42,10.51,scattered clouds
103,Altus,US,34.6381,-99.334,90.16,58,90,14.97,overcast clouds
104,Te Anau,NZ,-45.4167,167.7167,41.47,96,100,1.48,overcast clouds
105,Jacmel,HT,18.2342,-72.5347,89.44,65,18,7.43,few clouds
106,Arona,ES,28.0996,-16.681,68.02,61,75,3.0,broken clouds
107,Grindavik,IS,63.8424,-22.4338,50.56,61,40,27.67,scattered clouds
108,Norman Wells,CA,65.282,-126.8329,39.24,93,90,8.05,overcast clouds
109,Tateyama,JP,34.9833,139.8667,63.1,85,100,18.52,overcast clouds
110,La Ronge,CA,55.1001,-105.2842,55.02,35,100,15.17,overcast clouds
111,Severo-Yeniseyskiy,RU,60.3725,93.0408,41.99,75,98,15.37,light rain
112,Nizhnevartovsk,RU,60.9344,76.5531,41.02,60,0,6.71,clear sky
113,Narsaq,GL,60.9167,-46.05,57.42,47,0,7.38,clear sky
114,Ulaanbaatar,MN,47.9077,106.8832,42.93,75,75,4.92,broken clouds
115,Pressbaum,AT,48.176,16.0477,54.72,74,75,7.0,broken clouds
116,Lagoa,PT,39.05,-27.9833,59.04,63,12,9.46,few clouds
117,Manaus,BR,-3.1019,-60.025,90.1,70,40,3.44,scattered clouds
118,Tilichiki,RU,60.4667,166.1,32.81,95,100,5.41,overcast clouds
119,New Norfolk,AU,-42.7826,147.0587,44.1,76,76,4.32,broken clouds
120,Sorong,ID,-0.8833,131.25,78.1,89,100,8.61,overcast clouds
121,Iqaluit,CA,63.7506,-68.5145,32.7,64,94,8.99,overcast clouds
122,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,83,40,6.91,scattered clouds
123,Manggar,ID,-2.8833,108.2667,82.47,81,48,9.28,scattered clouds
124,Kargasok,RU,59.0556,80.8572,36.59,86,100,23.33,overcast clouds
125,Pisco,PE,-13.7,-76.2167,64.45,94,90,5.75,overcast clouds
126,Noyabrsk,RU,63.1994,75.4507,38.5,46,83,12.28,broken clouds
127,Beira,MZ,-19.8436,34.8389,69.89,73,20,6.58,few clouds
128,Nalut,LY,30.3333,10.85,96.31,10,96,7.47,overcast clouds
129,Ponta Do Sol,PT,32.6667,-17.1,73.0,69,57,2.55,broken clouds
130,Mehamn,NO,71.0357,27.8492,40.91,86,99,24.09,overcast clouds
131,Livingston,GB,55.9029,-3.5226,62.29,78,75,5.28,broken clouds
132,Davila,PH,18.4726,120.5763,80.58,73,83,5.59,broken clouds
133,Benicarlo,ES,40.4165,0.4271,72.25,67,73,9.89,broken clouds
134,Kieta,PG,-6.2167,155.6333,77.02,92,100,5.1,overcast clouds
135,Manthani,IN,18.65,79.6667,93.25,33,100,15.05,overcast clouds
136,Fairbanks,US,64.8378,-147.7164,57.16,55,90,4.61,overcast clouds
137,Erenhot,CN,43.6475,111.9767,49.77,46,1,9.64,clear sky
138,Yar-Sale,RU,66.8333,70.8333,38.05,55,99,4.0,overcast clouds
139,Nouadhibou,MR,20.931,-17.0347,65.98,82,9,23.8,clear sky
140,Sorland,NO,67.667,12.6934,44.46,79,39,13.71,scattered clouds
141,Evensk,RU,61.95,159.2333,37.54,87,99,10.4,overcast clouds
142,Alice Springs,AU,-23.7,133.8833,35.15,75,37,7.72,scattered clouds
143,Saint-Francois,FR,46.4154,3.9054,65.64,60,0,11.5,clear sky
144,Airai,TL,-8.9266,125.4092,55.04,88,50,4.59,scattered clouds
145,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,91.33,32,37,4.41,scattered clouds
146,Egvekinot,RU,66.3167,-179.1667,31.41,66,100,8.93,overcast clouds
147,Alta Floresta,BR,-9.8756,-56.0861,87.75,47,1,3.98,clear sky
148,Berlevag,NO,70.8578,29.0864,40.95,75,75,25.32,light rain
149,Sitka,US,57.0531,-135.33,48.09,66,90,6.91,overcast clouds
150,Baykit,RU,61.67,96.37,43.99,48,100,9.86,overcast clouds
151,San Fernando,PH,15.0286,120.6898,86.14,75,82,2.15,broken clouds
152,Poronaysk,RU,49.2167,143.1167,37.83,92,37,1.83,scattered clouds
153,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.99,54,42,31.99,scattered clouds
154,Kapit,MY,2.0167,112.9333,74.91,99,39,0.65,scattered clouds
155,Pevek,RU,69.7008,170.3133,37.45,68,72,1.59,broken clouds
156,Tarko-Sale,RU,64.9225,77.785,35.01,58,100,17.47,overcast clouds
157,Ponta Delgada,PT,37.7333,-25.6667,61.52,77,40,13.8,scattered clouds
158,Olden,NO,61.8364,6.8064,63.34,43,53,6.33,broken clouds
159,Kirksville,US,40.1948,-92.5833,70.05,82,20,3.0,few clouds
160,Hermanus,ZA,-34.4187,19.2345,59.9,68,83,11.77,broken clouds
161,Port Lincoln,AU,-34.7333,135.8667,58.96,68,98,3.47,overcast clouds
162,Atasu,KZ,48.6814,71.6433,66.24,41,52,19.46,broken clouds
163,Hithadhoo,MV,-0.6,73.0833,83.66,74,87,17.27,heavy intensity rain
164,Bathsheba,BB,13.2167,-59.5167,86.61,54,75,16.96,broken clouds
165,Khasan,RU,42.4308,130.6434,48.0,94,63,2.86,broken clouds
166,Kudat,MY,6.8837,116.8477,79.75,84,96,7.94,overcast clouds
167,Prince Rupert,CA,54.3161,-130.3201,51.49,93,100,5.93,overcast clouds
168,Fortuna,US,40.5982,-124.1573,69.19,60,90,5.01,overcast clouds
169,Ismailia,EG,30.6043,32.2723,75.69,52,0,11.07,clear sky
170,Poum,NC,-20.2333,164.0167,71.58,70,86,4.18,overcast clouds
171,Kenai,US,60.5544,-151.2583,60.03,71,1,18.41,clear sky
172,Karachi,PK,24.9056,67.0822,87.62,74,40,11.5,scattered clouds
173,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,68,58,7.58,broken clouds
174,Menongue,AO,-14.6585,17.691,60.3,37,0,5.06,clear sky
175,Bengkulu,ID,-3.8004,102.2655,77.63,89,100,5.37,overcast clouds
176,Pimentel,PE,-6.8367,-79.9342,70.09,83,90,4.0,overcast clouds
177,Oranjestad,AW,12.524,-70.027,87.75,66,40,21.85,scattered clouds
178,Camocim,BR,-2.9022,-40.8411,87.94,54,16,8.99,few clouds
179,Axim,GH,4.8699,-2.2405,82.4,76,77,9.91,broken clouds
180,Peterhead,GB,57.5058,-1.7981,58.44,85,23,11.05,few clouds
181,Jamestown,US,42.097,-79.2353,68.29,48,1,4.0,clear sky
182,Saint Anthony,US,45.0205,-93.218,47.35,92,90,5.01,moderate rain
183,Tiarei,PF,-17.5333,-149.3333,80.62,72,8,6.2,clear sky
184,Katsuura,JP,35.1333,140.3,63.19,88,100,14.27,overcast clouds
185,Villa Del Rosario,CO,7.8339,-72.4742,82.78,58,75,5.84,broken clouds
186,Torbay,CA,47.6666,-52.7314,57.67,86,97,24.0,overcast clouds
187,Acapulco,MX,16.8634,-99.8901,89.42,55,75,8.01,broken clouds
188,Along,IN,28.1667,94.7667,72.09,98,93,1.45,overcast clouds
189,Linxia,CN,35.6003,103.2064,58.77,30,100,4.36,overcast clouds
190,Bethel,US,41.3712,-73.414,81.01,47,1,1.99,clear sky
191,Keflavik,IS,64.0049,-22.5624,51.53,61,40,26.46,scattered clouds
192,Iralaya,HN,15.0,-83.2333,87.89,69,100,12.93,overcast clouds
193,Georgetown,MY,5.4112,100.3354,80.89,85,20,1.01,few clouds
194,Bandarbeyla,SO,9.4942,50.8122,79.48,83,75,26.02,broken clouds
195,Tiksi,RU,71.6872,128.8694,33.85,96,100,5.5,overcast clouds
196,Broome,US,42.2506,-75.833,68.0,61,75,4.0,broken clouds
197,Namibe,AO,-15.1961,12.1522,73.6,75,0,4.21,clear sky
198,Mar Del Plata,AR,-38.0023,-57.5575,71.62,43,0,20.71,clear sky
199,Banjarmasin,ID,-3.3244,114.591,80.74,94,24,1.7,few clouds
200,Tuktoyaktuk,CA,69.4541,-133.0374,30.99,71,100,8.97,overcast clouds
201,Provideniya,RU,64.3833,-173.3,42.31,52,95,7.81,overcast clouds
202,Sherbrooke,CA,45.4001,-71.8991,58.6,38,10,12.66,clear sky
203,Mayumba,GA,-3.432,10.6554,77.36,88,95,5.46,overcast clouds
204,Dakar,SN,14.6937,-17.4441,77.88,82,3,16.13,clear sky
205,Terrell,US,32.736,-96.2753,86.56,69,40,12.66,scattered clouds
206,Starozhilovo,RU,54.2254,39.916,67.03,49,57,1.99,broken clouds
207,Ugoofaaru,MV,5.6667,73.0,82.9,78,98,21.7,overcast clouds
208,Port Macquarie,AU,-31.4333,152.9167,46.36,70,0,11.18,clear sky
209,Shingu,JP,33.7333,135.9833,61.92,88,100,5.99,overcast clouds
210,Tromso,NO,69.6496,18.957,45.25,81,75,1.01,broken clouds
211,Senador Jose Porfirio,BR,-2.5908,-51.9542,89.26,47,22,2.19,few clouds
212,Kitale,KE,1.0157,35.0062,59.16,87,97,3.42,overcast clouds
213,Rancho Palos Verdes,US,33.7445,-118.387,76.14,70,20,3.0,few clouds
214,Kijang,KR,35.2442,129.2139,56.93,58,0,6.91,clear sky
215,Carnarvon,AU,-24.8667,113.6333,68.07,68,40,5.75,light rain
216,Souillac,MU,-20.5167,57.5167,73.36,100,20,7.92,light rain
217,Belle Fourche,US,44.6714,-103.8522,48.85,96,100,4.12,overcast clouds
218,Ixtapa,MX,20.7,-105.2,81.63,69,1,10.36,clear sky
219,Marau,BR,-28.4492,-52.2,71.92,45,0,4.61,clear sky
220,Calafell,ES,41.2,1.5683,76.77,83,49,1.99,scattered clouds
221,Katiola,CI,8.1333,-5.1,84.72,58,47,3.71,scattered clouds
222,Berdigestyakh,RU,62.0989,126.6992,42.15,93,14,4.23,few clouds
223,Jalu,LY,29.0331,21.5482,90.64,13,8,10.4,clear sky
224,Itarema,BR,-2.9248,-39.9167,85.98,60,25,14.16,scattered clouds
225,Hambantota,LK,6.1241,81.1185,80.92,80,100,23.0,overcast clouds
226,Tuatapere,NZ,-46.1333,167.6833,49.82,93,100,2.77,overcast clouds
227,Alappuzha,IN,9.49,76.3264,80.53,81,19,9.75,few clouds
228,Saldanha,ZA,-33.0117,17.9442,58.51,85,62,8.61,broken clouds
229,Oistins,BB,13.0667,-59.5333,86.09,54,75,21.85,broken clouds
230,Noumea,NC,-22.2763,166.4572,69.01,99,70,3.04,broken clouds
231,Mayo,US,38.8876,-76.5119,86.34,57,1,1.99,clear sky
232,Magway,MM,20.15,94.9167,86.0,56,33,6.29,scattered clouds
233,Sept-Iles,CA,50.2001,-66.3821,48.06,45,38,15.01,scattered clouds
234,Ternate,ID,0.8,127.4,81.34,80,40,4.23,scattered clouds
235,Lao Cai,VN,22.4833,103.95,78.03,98,99,0.63,overcast clouds
236,Chandvad,IN,20.3333,74.25,75.43,73,30,15.7,scattered clouds
237,Progreso,MX,21.2833,-89.6667,94.1,62,22,13.38,few clouds
238,Bambanglipuro,ID,-7.95,110.2833,76.77,91,33,5.41,scattered clouds
239,Taunggyi,MM,20.7833,97.0333,68.49,56,56,2.46,broken clouds
240,Lasa,IT,46.6166,10.7002,58.91,89,85,7.45,overcast clouds
241,Bongouanou,CI,6.6486,-4.1992,79.41,83,84,4.83,light rain
242,Rawson,AR,-43.3002,-65.1023,61.39,39,80,25.99,broken clouds
243,Portland,US,45.5234,-122.6762,60.13,86,75,11.01,broken clouds
244,Kapaa,US,22.0752,-159.319,80.58,82,40,3.0,light rain
245,Gisors,FR,49.2818,1.7801,68.02,77,66,4.27,broken clouds
246,Zamoly,HU,47.3167,18.4081,64.38,79,100,15.82,overcast clouds
247,Kaitangata,NZ,-46.2817,169.8464,43.09,92,100,3.94,overcast clouds
248,Vilhena,BR,-12.7406,-60.1458,88.75,35,35,0.92,scattered clouds
249,Moerai,PF,-22.4333,-151.3333,77.52,82,61,10.89,broken clouds
250,Clyde River,CA,70.4692,-68.5914,30.38,90,99,16.91,light snow
251,Yola,NG,9.2,12.4833,92.23,30,10,3.4,clear sky
252,Tamandare,BR,-8.7597,-35.1047,80.38,72,41,12.95,scattered clouds
253,Tuy Hoa,VN,13.0833,109.3,78.24,91,38,4.74,scattered clouds
254,Coihaique,CL,-45.5752,-72.0662,47.01,87,90,3.44,light rain
255,Thunder Bay,CA,48.4001,-89.3168,41.56,37,63,8.52,broken clouds
256,Takoradi,GH,4.8845,-1.7554,82.27,77,77,11.92,broken clouds
257,Waipawa,NZ,-41.4122,175.5153,49.03,89,55,5.91,broken clouds
258,Pokrovsk,UA,48.282,37.1758,63.36,69,39,7.99,scattered clouds
259,Sistranda,NO,63.7256,8.834,57.16,89,24,19.77,few clouds
260,Chapais,CA,49.7834,-74.8492,35.38,42,100,15.43,overcast clouds
261,Bekovo,RU,52.4663,43.712,60.98,69,46,4.47,scattered clouds
262,Deputatskiy,RU,69.3,139.9,44.83,67,55,5.35,broken clouds
263,Igrim,RU,63.1906,64.4162,43.54,42,98,1.79,overcast clouds
264,Beihai,CN,21.4833,109.1,83.91,81,68,9.89,broken clouds
265,Matara,LK,5.9485,80.5353,79.27,87,100,15.05,overcast clouds
266,Tecpan,GT,14.7623,-90.9947,72.36,51,69,6.24,broken clouds
267,Ambilobe,MG,-13.2,49.05,71.29,87,50,3.44,scattered clouds
268,Abnub,EG,27.2696,31.1511,91.96,12,0,11.18,clear sky
269,Biak,ID,-0.9131,122.8766,76.39,85,31,6.93,scattered clouds
270,Jiguani,CU,20.3667,-76.4272,87.58,57,46,8.32,scattered clouds
271,Sturgis,US,41.7992,-85.4192,71.31,32,1,8.05,clear sky
272,Sibu,MY,2.3,111.8167,74.73,97,31,2.15,scattered clouds
273,Eureka,US,40.8021,-124.1637,66.63,64,99,4.74,overcast clouds
274,Opuwo,NA,-18.0607,13.84,66.49,31,0,8.81,clear sky
275,Sioux Lookout,CA,50.1001,-91.917,46.78,33,40,5.75,scattered clouds
276,Bluefields,NI,12.0137,-83.7635,83.37,74,100,12.91,overcast clouds
277,Makakilo City,US,21.3469,-158.0858,77.61,69,1,6.91,clear sky
278,Tandil,AR,-37.3217,-59.1332,67.3,47,66,5.01,broken clouds
279,Padang,ID,-0.9492,100.3543,77.5,89,99,4.43,light rain
280,Arvi,IN,20.9833,78.2333,91.06,37,100,15.08,overcast clouds
281,Lorengau,PG,-2.0226,147.2712,78.46,84,100,6.35,overcast clouds
282,Corn Island,NI,12.1694,-83.0418,82.31,77,100,18.19,overcast clouds
283,Cloquet,US,46.7216,-92.4594,44.58,69,1,10.36,clear sky
284,Mayahi,NE,13.9553,7.6712,93.99,6,1,6.76,clear sky
285,Ngama,TD,11.7833,17.1667,92.01,30,33,11.27,scattered clouds
286,Southbridge,US,42.0751,-72.0334,80.98,50,25,1.01,scattered clouds
287,Port Elizabeth,ZA,-33.918,25.5701,62.89,77,0,13.8,clear sky
288,Longyearbyen,SJ,78.2186,15.6401,31.84,64,40,10.36,scattered clouds
289,Taoudenni,ML,22.6783,-3.9836,108.23,11,70,5.39,broken clouds
290,Shakawe,BW,-18.3667,21.85,61.95,29,0,5.06,clear sky
291,Geraldton,AU,-28.7667,114.6,63.01,55,40,7.09,scattered clouds
292,Makat,KZ,47.6469,53.3463,85.3,28,94,18.19,overcast clouds
293,Ituiutaba,BR,-18.9689,-49.465,91.08,27,14,4.81,few clouds
294,Tatawin,TN,32.9297,10.4518,82.54,35,77,12.75,broken clouds
295,Inuvik,CA,68.3499,-133.7218,30.96,59,90,8.41,overcast clouds
296,Sualkuchi,IN,26.17,91.5709,76.98,83,75,0.0,broken clouds
297,Saint-Louis,SN,16.3333,-15.0,105.93,10,14,9.78,few clouds
298,Nizwa,OM,22.9333,57.5333,90.75,15,0,7.18,clear sky
299,Khanpur,PK,28.6453,70.6567,102.09,12,0,10.94,clear sky
300,Cakovec,HR,46.3844,16.4339,60.3,76,100,10.0,heavy intensity rain
301,Mpika,ZM,-11.8343,31.4529,52.83,64,0,3.98,clear sky
302,Liwale,TZ,-9.7667,37.9333,68.23,62,36,4.61,scattered clouds
303,Catio,GW,11.2833,-15.25,84.13,58,20,11.45,light rain
304,Maceio,BR,-9.6658,-35.7353,83.64,69,40,10.67,scattered clouds
305,Santa Cruz,BO,-17.8,-63.1667,86.05,51,75,17.27,broken clouds
306,Zabrze,PL,50.3249,18.7858,61.09,60,100,1.01,overcast clouds
307,Harper,LR,4.375,-7.7169,82.18,76,71,7.4,broken clouds
308,Xining,CN,36.6167,101.7667,57.13,45,100,2.37,overcast clouds
309,Leme,BR,-22.1856,-47.3903,76.64,41,100,3.4,overcast clouds
310,Talnakh,RU,69.4865,88.3972,13.51,91,7,2.62,clear sky
311,Taltal,CL,-25.4,-70.4833,67.35,68,61,3.8,broken clouds
312,Shemonaikha,KZ,50.6328,81.9056,62.37,71,96,12.06,overcast clouds
313,Revelstoke,CA,50.9832,-118.2023,65.28,46,99,5.48,overcast clouds
314,Mizdah,LY,31.4451,12.9801,90.12,14,47,14.63,scattered clouds
315,Lavrentiya,RU,65.5833,-171.0,31.73,90,35,9.42,scattered clouds
316,Beloha,MG,-25.1667,45.05,65.41,80,2,6.08,clear sky
317,Isangel,VU,-19.55,169.2667,68.59,68,66,4.65,broken clouds
318,Yaring,TH,6.8662,101.3689,78.13,82,100,8.01,overcast clouds
319,Sakakah,SA,29.9697,40.2064,90.91,8,0,8.23,clear sky
320,Ocos,GT,14.5094,-92.1933,93.72,70,98,7.2,overcast clouds
321,Namatanai,PG,-3.6667,152.4333,78.67,84,100,9.35,light rain
322,Lompoc,US,34.6391,-120.4579,74.01,72,75,6.91,broken clouds
323,Elko,US,41.0002,-115.5012,67.64,22,8,8.99,clear sky
324,De-Kastri,RU,51.4667,140.7833,40.39,89,100,3.94,overcast clouds
325,Yelabuga,RU,55.7613,52.0649,58.55,69,0,2.15,clear sky
326,Khorramabad,IR,33.4878,48.3558,72.64,23,0,1.01,clear sky
327,Eganville,CA,45.5334,-77.0994,57.34,28,42,10.13,scattered clouds
328,Vao,NC,-22.6667,167.4833,70.92,71,69,11.41,broken clouds
329,Cap Malheureux,MU,-19.9842,57.6142,73.47,77,5,1.99,clear sky
330,Kokkola,FI,63.8385,23.1307,48.36,76,75,7.47,broken clouds
331,Asau,RO,46.4333,26.4,65.75,88,100,1.19,overcast clouds
332,Kondinskoye,RU,59.6481,67.41,38.05,82,42,2.26,scattered clouds
333,Devgarh,IN,25.5333,73.9,89.44,38,19,14.36,few clouds
334,Sao Filipe,CV,14.8961,-24.4956,74.59,75,1,15.99,clear sky
335,Alofi,NU,-19.0595,-169.9187,77.94,77,35,5.99,scattered clouds
336,Gujranwala,PK,32.1617,74.1883,86.05,12,0,7.47,clear sky
337,Ukiah,US,39.1502,-123.2078,82.04,38,1,11.5,clear sky
338,Tautira,PF,-17.7333,-149.15,80.62,73,4,6.8,clear sky
339,Marawi,PH,7.9986,124.2928,71.65,92,88,2.26,overcast clouds
340,Sinjar,IQ,36.3209,41.8754,86.65,14,0,2.21,clear sky
341,Port Hedland,AU,-20.3167,118.5667,75.25,53,100,4.61,overcast clouds
342,Suntar,RU,62.1444,117.6319,51.48,80,90,3.94,overcast clouds
343,Yuci,CN,37.6803,112.7319,64.15,13,0,7.61,clear sky
344,Castro,BR,-24.7911,-50.0119,73.29,54,57,7.38,broken clouds
345,Nanortalik,GL,60.1432,-45.2371,44.26,68,8,8.59,clear sky
346,Lar,IN,26.2039,83.9717,75.74,88,100,24.56,moderate rain
347,Kolpashevo,RU,58.3131,82.9089,37.38,95,100,20.47,overcast clouds
348,Mahebourg,MU,-20.4081,57.7,73.26,100,20,4.61,light rain
349,Atar,MR,20.5169,-13.0499,103.44,11,18,11.1,few clouds
